name,original_sic,kovrr_sic,address,country_code,industry,domain,revenue,num_of_employee,source
tsa - tubos soldados atl¢ntico,14,14,"serra, espirito santo, brazil",BR,NA,tsa.ind.br,NA,-1,more missing 190626
zj mineraß£o,14,14,"feira de santana, bahia, brazil",BR,NA,zjmineracao.com.br,NA,-1,more missing 190626
grupo ph - phs & phip,14,14,"cl°udio, minas gerais, brazil",BR,NA,phtransportes.com.br,NA,-1,more missing 190626
aßovisa,14,14,"guarulhos, sao paulo, brazil",BR,NA,acovisa.com.br,NA,-1,more missing 190626
alcast do brasil ltda,14,14,"francisco beltr£o, parana, brazil",BR,NA,alcast.com.br,NA,-1,more missing 190626
serabi mineraß£o sa,14,14,"nova lima, minas gerais, brazil",BR,NA,serabi.com.br,NA,-1,more missing 190626
grupo aßo cearense,14,14,"fortaleza, cear°, brazil",BR,NA,grupoacocearense.com.br,NA,-1,more missing 190626
arcelormittal gonvarri brasil,14,14,"arauc°ria, parana, brazil",BR,NA,arcelormittalgonvarri.com.br,NA,-1,more missing 190626
thor granitos,14,14,"niteroi, rio de janeiro, brazil",BR,NA,thorgranitos.com.br,NA,-1,more missing 190626
fer alvarez,14,14,"s£o jo£o da boa vista, sao paulo, brazil",BR,NA,feralvarez.com.br,NA,-1,more missing 190626
servitec foraco,14,14,"crixas, goias, brazil",BR,NA,servitecsondagem.com.br,NA,-1,more missing 190626
bozel brasil,14,14,"s£o jo£o del rei, minas gerais, brazil",BR,NA,bozel.com,NA,-1,more missing 190626
mineraß£o jundu ltda.,14,14,"descalvado, sao paulo, brazil",BR,NA,mjundu.com.br,NA,-1,more missing 190626
cecil s/a,14,14,"itapevi, sao paulo, brazil",BR,NA,cecil.com.br,NA,-1,more missing 190626
ebam,14,14,"rio de janeiro, rio de janeiro, brazil",BR,NA,ebam.com.br,NA,-1,more missing 190626
comercial gerdau,14,14,"maceio, alagoas, brazil",BR,NA,comercialgerdau.com.br,NA,-1,more missing 190626
innara - industria nacional de aramados,14,14,"indaiatuba, sao paulo, brazil",BR,NA,innara.com.br,NA,-1,more missing 190626
acoforja s.a,14,14,"flrida, parana, brazil",BR,NA,acoforja.com.br,NA,-1,more missing 190626
indstria santa clara,14,14,"contagem, minas gerais, brazil",BR,NA,santaclarasa.com.br,NA,-1,more missing 190626
perfimec s.a. centro de servißos em aßo,14,14,"sao jose dos pinhais, parana, brazil",BR,NA,perfimec.com.br,NA,-1,more missing 190626
grupo aßotubo - oficial,14,14,"guarulhos, sao paulo, brazil",BR,NA,acotubo.com.br,NA,-1,more missing 190626
ferro+ mineraß£o s/a,14,14,"ouro preto, minas gerais, brazil",BR,NA,jmendes.com.br,NA,-1,more missing 190626
servitec sondagem,14,14,"aparecida de goi¢nia, goias, brazil",BR,NA,redesondagens.com.br,NA,-1,more missing 190626
ibar ltda,14,14,"suzano, sao paulo, brazil",BR,NA,ibar.com.br,NA,-1,more missing 190626
grupo sn,14,14,"lavras, minas gerais, brazil",BR,NA,gruposn.com.br,NA,-1,more missing 190626
afonso mineraß£o e logstica,14,14,"curitiba, parana, brazil",BR,NA,construtoraafonso.com.br,NA,-1,more missing 190626
grupo biogold,14,14,"belo horizonte, minas gerais, brazil",BR,NA,fipbiogold.com,NA,-1,more missing 190626
new steel,14,14,"rio de janeiro, rio de janeiro, brazil",BR,NA,newsteel.com.br,NA,-1,more missing 190626
silat - siderrgica latino americana,14,14,"caucaia, cear°, brazil",BR,NA,silat.com.br,NA,-1,more missing 190626
mercante tubos e aßos,14,14,"guarulhos, sao paulo, brazil",BR,NA,mercantetubos.com.br,NA,-1,more missing 190626
diferro aßos especiais ltda.,14,14,"caxias do sul, rio grande do sul, brazil",BR,NA,diferro.com.br,NA,-1,more missing 190626
mcb servißos e mineraß£o,14,14,"belo horizonte, minas gerais, brazil",BR,NA,mcbnet.com.br,NA,-1,more missing 190626
minas jr - consultoria mineral,14,14,"belo horizonte, minas gerais, brazil",BR,NA,minasjr.com.br,NA,-1,more missing 190626
contecmina - consultoria em mineraß£o,14,14,"belo horizonte, minas gerais, brazil",BR,NA,contecmina.com,NA,-1,more missing 190626
carbomil quimica,14,14,"fortaleza, cear°, brazil",BR,NA,carbomil.com.br,NA,-1,more missing 190626
processos dnpm,14,14,"bau, mato grosso, brazil",BR,NA,processosdnpm.com.br,NA,-1,more missing 190626
vitoria stone industria e comercio s/a,14,14,"serra, espirito santo, brazil",BR,NA,grupovitoriastone.com.br,NA,-1,more missing 190626
belmont mineraß£o,14,14,"itabira, minas gerais, brazil",BR,NA,grupobelmont.com.br,NA,-1,more missing 190626
botam & botam piracicaba ltda,14,14,"piracicaba, sao paulo, brazil",BR,NA,botam.com.br,NA,-1,more missing 190626
cennabras,14,14,"guarulhos, sao paulo, brazil",BR,NA,cennabras.com.br,NA,-1,more missing 190626
white solder,14,14,"ribeir£o preto, sao paulo, brazil",BR,NA,whitesolder.com.br,NA,-1,more missing 190626
inbra metais,14,14,"itaquaquecetuba, sao paulo, brazil",BR,NA,inbrametais.com.br,NA,-1,more missing 190626
mineradora nosso senhor do bonfim,14,14,"lages, santa catarina, brazil",BR,NA,mnsb.com.br,NA,-1,more missing 190626
unylaser | uma empresa do grupo pcp steel,14,14,"caxias do sul, rio grande do sul, brazil",BR,NA,unylaser.com.br,NA,-1,more missing 190626
"exportadora de sal, s.a. de c.v.",14,14,"porto alegre, rio grande do sul, brazil",BR,NA,essa.com.mx,NA,-1,more missing 190626
prominas projetos e servißos de mineraß£o ltda,14,14,"belo horizonte, minas gerais, brazil",BR,NA,prominas.net,NA,-1,more missing 190626
lamil especialidades minerais ltda.,14,14,"para de minas, minas gerais, brazil",BR,NA,lamil.com.br,NA,-1,more missing 190626
terracom limited,14,14,"cubatao, sao paulo, brazil",BR,NA,terracomresources.com,NA,-1,more missing 190626
melt metais e ligas s.a.,14,14,"tiradentes, minas gerais, brazil",BR,NA,meltmetais.com.br,NA,-1,more missing 190626
grupo provale,14,14,"cachoeiro de itapemirim, espirito santo, brazil",BR,NA,grupoprovale.com,NA,-1,more missing 190626
fonntes geot©cnica,14,14,"belo horizonte, minas gerais, brazil",BR,NA,fonntesgeotecnica.com,NA,-1,more missing 190626
manabi s.a,14,14,"linhares, espirito santo, brazil",BR,NA,manabi.com,NA,-1,more missing 190626
minerita minerios itauna ltda.,14,14,"itana, minas gerais, brazil",BR,NA,minerita.com.br,NA,-1,more missing 190626
perfil alumnio do brasil s/a,14,14,"vila velha, espirito santo, brazil",BR,NA,perfilcm.com.br,NA,-1,more missing 190626
fundipress fundiß£o sob press£o ltda.,14,14,"timbo, santa catarina, brazil",BR,NA,fundipress.com.br,NA,-1,more missing 190626
lipari mineraß£o ltda.,14,14,"nordestina, bahia, brazil",BR,NA,lipari.com.br,NA,-1,more missing 190626
novamina empreendimentos ltda,14,14,"belo horizonte, minas gerais, brazil",BR,NA,novamina.com.br,NA,-1,more missing 190626
laboratrio de tecnologia mineral (ltm),14,14,"rio de janeiro, rio de janeiro, brazil",BR,NA,ltmcoppe.com,NA,-1,more missing 190626
comercial cometa industria e com©rcio ltda,14,14,"belo horizonte, minas gerais, brazil",BR,NA,comercialcometa.com.br,NA,-1,more missing 190626
miningmath associates,14,14,"belo horizonte, minas gerais, brazil",BR,NA,miningmath.com,NA,-1,more missing 190626
sos service inc.,14,14,"parnaiba, piaui, brazil",BR,NA,sosservice.net,NA,-1,more missing 190626
ge21 consultoria mineral,14,14,"belo horizonte, minas gerais, brazil",BR,NA,ge21cm.com.br,NA,-1,more missing 190626
daicast ind e com ltda,14,14,"guarulhos, sao paulo, brazil",BR,NA,daicast.com.br,NA,-1,more missing 190626
zandona - mineraß£o e terraplenagem,14,14,"porto alegre, rio grande do sul, brazil",BR,NA,zandona.com.br,NA,-1,more missing 190626
master perfuraßµes e desmontes,14,14,"jardinpolis, sao paulo, brazil",BR,NA,masterperfuracoes.com,NA,-1,more missing 190626
instituto minere,14,14,"belo horizonte, minas gerais, brazil",BR,NA,institutominere.com.br,NA,-1,more missing 190626
alumind - extrus£o de alumnio,14,14,"sao jose dos pinhais, parana, brazil",BR,NA,alumind.com.br,NA,-1,more missing 190626
magnesium do brasil s.a.,14,14,"fortaleza, cear°, brazil",BR,NA,magnesium.com.br,NA,-1,more missing 190626
pedreiras bahia ltda,14,14,"simµes filho, bahia, brazil",BR,NA,pedreirasbahia.com.br,NA,-1,more missing 190626
whb componentes automotivos s/a,14,14,"colorado, parana, brazil",BR,NA,newhubner.com.br,NA,-1,more missing 190626
pedreira araguaia ltda,14,14,"aparecida de goi¢nia, goias, brazil",BR,NA,pedreiraaraguaia.com.br,NA,-1,more missing 190626
alumipac,14,14,"londrina, parana, brazil",BR,NA,alumipac.com.br,NA,-1,more missing 190626
texa alumnio ltda.,14,14,"ferraz de vasconcelos, sao paulo, brazil",BR,NA,texaaluminio.com.br,NA,-1,more missing 190626
marpress do brasil - marte comercial,14,14,"belo horizonte, minas gerais, brazil",BR,NA,marpressbrasil.com.br,NA,-1,more missing 190626
siderbras,14,14,"divinopolis, minas gerais, brazil",BR,NA,siderbras.ind.br,NA,-1,more missing 190626
vrtice consultoria mineral,14,14,"nova lima, minas gerais, brazil",BR,NA,vorticemineral.com.br,NA,-1,more missing 190626
paulifer s/a industria e comercio de ferro e aßo,14,14,"itapecerica da serra, sao paulo, brazil",BR,NA,paulifer.com.br,NA,-1,more missing 190626
mope - modelo operacional,14,14,"belo horizonte, minas gerais, brazil",BR,NA,modelooperacional.com.br,NA,-1,more missing 190626
nitronel,14,14,"itabira, minas gerais, brazil",BR,NA,nitronel.com.br,NA,-1,more missing 190626
cemi tecnologia de processos e engenharia,14,14,"belo horizonte, minas gerais, brazil",BR,NA,cemi.eng.br,NA,-1,more missing 190626
met°vila ltda,14,14,"califrnia, parana, brazil",BR,NA,metavila.com.br,NA,-1,more missing 190626
bercam indstria e com©rcio ltda,14,14,"piracicaba, sao paulo, brazil",BR,NA,bercam.com.br,NA,-1,more missing 190626
perfal tecnologia em alumnio,14,14,"indaiatuba, sao paulo, brazil",BR,NA,perfal.com.br,NA,-1,more missing 190626
dagan tubos de aßo,14,14,"guarulhos, sao paulo, brazil",BR,NA,dagan.com.br,NA,-1,more missing 190626
mhag mining,14,14,"natal, rio grande do norte, brazil",BR,NA,mhag.com.br,NA,-1,more missing 190626
sianfer ferro e aßo ltda,14,14,"santo andr©, sao paulo, brazil",BR,NA,sianfer.com.br,NA,-1,more missing 190626
pigminas f°brica de pigmentos minas gerais ltda,14,14,"matozinhos, minas gerais, brazil",BR,NA,pigminas.com.br,NA,-1,more missing 190626
pcp steel,14,14,"caxias do sul, rio grande do sul, brazil",BR,NA,pcpsteel.net,NA,-1,more missing 190626
fundiß£o sideral,14,14,"itana, minas gerais, brazil",BR,NA,fundicaosideral.com.br,NA,-1,more missing 190626
morupule colliery ltd,14,14,"serowe, central, botswana",BW,NA,mcl.co.bw,NA,-1,more missing 190626
hatch,14,14,"mississauga, ontario, canada",CA,NA,hatch.ca,NA,-1,more missing 190626
teck resources limited,14,14,"vancouver, british columbia, canada",CA,NA,teck.com,NA,-1,more missing 190626
goldcorp inc,14,14,"vancouver, british columbia, canada",CA,NA,goldcorp.com,NA,-1,more missing 190626
arcelormittal dofasco,14,14,"hamilton, ontario, canada",CA,NA,dofasco.ca,NA,-1,more missing 190626
cameco corporation,14,14,"saskatoon, saskatchewan, canada",CA,NA,cameco.com,NA,-1,more missing 190626
"samuel, son & co., limited",14,14,"mississauga, ontario, canada",CA,NA,samuel.com,NA,-1,more missing 190626
potashcorp,14,14,"saskatoon, saskatchewan, canada",CA,NA,potashcorp.com,NA,-1,more missing 190626
"major drilling international, inc.",14,14,"moncton, new brunswick, canada",CA,NA,majordrilling.com,NA,-1,more missing 190626
royal canadian mint,14,14,"ottawa, ontario, canada",CA,NA,mint.ca,NA,-1,more missing 190626
north american construction group,14,14,"edmonton, alberta, canada",CA,NA,nacg.ca,NA,-1,more missing 190626
graymont,14,14,"richmond, british columbia, canada",CA,NA,graymont.com,NA,-1,more missing 190626
first majestic silver corp.,14,14,"vancouver, british columbia, canada",CA,NA,firstmajestic.com,NA,-1,more missing 190626
cementation canada inc.,14,14,"north bay, ontario, canada",CA,NA,cementation.ca,NA,-1,more missing 190626
essar steel algoma inc.,14,14,"sault ste. marie, ontario, canada",CA,NA,essarsteelalgoma.com,NA,-1,more missing 190626
kirkland lake gold (kl),14,14,"kirkland lake, ontario, canada",CA,NA,klgold.com,NA,-1,more missing 190626
pan american silver corp.,14,14,"vancouver, british columbia, canada",CA,NA,panamericansilver.com,NA,-1,more missing 190626
bgc engineering,14,14,"vancouver, british columbia, canada",CA,NA,bgcengineering.ca,NA,-1,more missing 190626
k+s potash canada,14,14,"saskatoon, saskatchewan, canada",CA,NA,ks-potashcanada.com,NA,-1,more missing 190626
eldorado gold corporation,14,14,"vancouver, british columbia, canada",CA,NA,eldoradogold.com,NA,-1,more missing 190626
baffinland,14,14,"oakville, ontario, canada",CA,NA,baffinland.com,NA,-1,more missing 190626
capstone mining corp,14,14,"vancouver, british columbia, canada",CA,NA,capstonemining.com,NA,-1,more missing 190626
stornoway diamond corporation,14,14,"longueuil, quebec, canada",CA,NA,stornowaydiamonds.com,NA,-1,more missing 190626
stelco - the steel company of canada,14,14,"hamilton, ontario, canada",CA,NA,stelco.com,NA,-1,more missing 190626
dmc mining services,14,14,"richmond hill, ontario, canada",CA,NA,dmcmining.com,NA,-1,more missing 190626
canadian royalties inc.,14,14,"montr©al, quebec, canada",CA,NA,canadianroyalties.com,NA,-1,more missing 190626
"minera bateas sac, compa±ia de fortuna silver mines",14,14,"vancouver, british columbia, canada",CA,NA,fotunasilver.com,NA,-1,more missing 190626
dominion diamond corporation,14,14,"yellowknife, northwest territories, canada",CA,NA,ddcorp.ca,NA,-1,more missing 190626
arcelormittal c¥te-nord (amem et amic),14,14,"longueuil, quebec, canada",CA,NA,transformerlavenir.com,NA,-1,more missing 190626
maclean engineering,14,14,"collingwood, ontario, canada",CA,NA,macleanengineering.com,NA,-1,more missing 190626
procon mining & tunnelling ltd,14,14,"burnaby, british columbia, canada",CA,NA,procongroup.com,NA,-1,more missing 190626
pretium resources inc.,14,14,"vancouver, british columbia, canada",CA,NA,pretivm.com,NA,-1,more missing 190626
mina pirquitas inc.,14,14,"vancouver, british columbia, canada",CA,NA,silverstandard.com,NA,-1,more missing 190626
taseko: gibraltar mine,14,14,"vancouver, british columbia, canada",CA,NA,tasekomines.com,NA,-1,more missing 190626
b2gold corp.,14,14,"vancouver, british columbia, canada",CA,NA,b2gold.com,NA,-1,more missing 190626
actlabs (activation laboratories ltd.),14,14,"ancaster, ontario, canada",CA,NA,actlabs.com,NA,-1,more missing 190626
norwest corporation,14,14,"calgary, alberta, canada",CA,NA,norwestcorp.com,NA,-1,more missing 190626
areva resources canada inc,14,14,"saskatoon, saskatchewan, canada",CA,NA,arevaresources.ca,NA,-1,more missing 190626
tmac resources inc.,14,14,"cambridge bay, nunavut, canada",CA,NA,tmacresources.com,NA,-1,more missing 190626
endeavour silver corp,14,14,"vancouver, british columbia, canada",CA,NA,edrsilver.com,NA,-1,more missing 190626
leagold mining corporation,14,14,"vancouver, british columbia, canada",CA,NA,leagold.com,NA,-1,more missing 190626
minerai de fer qu©bec,14,14,"montr©al, quebec, canada",CA,NA,mineraiferquebec.com,NA,-1,more missing 190626
mine canadian malartic,14,14,"malartic, quebec, canada",CA,NA,canadianmalartic.com,NA,-1,more missing 190626
tree island steel,14,14,"richmond, british columbia, canada",CA,NA,treeisland.com,NA,-1,more missing 190626
arcelormittal produits longs canada,14,14,"contrecoeur, quebec, canada",CA,NA,notreaciertonavenir.com,NA,-1,more missing 190626
lundin gold ecuador,14,14,"vancouver, british columbia, canada",CA,NA,lundingold.com,NA,-1,more missing 190626
altasteel ltd.,14,14,"edmonton, alberta, canada",CA,NA,altasteel.com,NA,-1,more missing 190626
bestech,14,14,"sudbury, ontario, canada",CA,NA,bestech.com,NA,-1,more missing 190626
thyssen mining,14,14,"regina, saskatchewan, canada",CA,NA,thyssenmining.com,NA,-1,more missing 190626
great panther silver limited,14,14,"vancouver, british columbia, canada",CA,NA,greatpanther.com,NA,-1,more missing 190626
rimex supply ltd,14,14,"surrey, british columbia, canada",CA,NA,rimex.com,NA,-1,more missing 190626
grande cache coal corp,14,14,"calgary, alberta, canada",CA,NA,gccoal.com,NA,-1,more missing 190626
ecuacorriente s.a.,14,14,"richmond, british columbia, canada",CA,NA,corriente.com.ec,NA,-1,more missing 190626
tvi resource development,14,14,"makati, manila, philippines",CA,NA,tviphilippines.com,NA,-1,more missing 190626
fortis,14,14,"saskatoon, saskatchewan, canada",CA,NA,fortiscorporation.com,NA,-1,more missing 190626
fordia,14,14,"montr©al, quebec, canada",CA,NA,fordia.com,NA,-1,more missing 190626
nova steel inc,14,14,"lasalle, quebec, canada",CA,NA,novasteel.ca,NA,-1,more missing 190626
hunter dickinson inc.,14,14,"vancouver, british columbia, canada",CA,NA,hdimining.com,NA,-1,more missing 190626
trevali mining corporation,14,14,"vancouver, british columbia, canada",CA,NA,trevali.com,NA,-1,more missing 190626
conuma coal resources,14,14,"vancouver, british columbia, canada",CA,NA,conumacoal.ca,NA,-1,more missing 190626
central wire,14,14,"perth, ontario, canada",CA,NA,centralwire.com,NA,-1,more missing 190626
technica group inc.,14,14,"lively, ontario, canada",CA,NA,technicagroup.com,NA,-1,more missing 190626
newtrax technologies inc.,14,14,"montr©al, quebec, canada",CA,NA,newtrax.com,NA,-1,more missing 190626
taylor steel inc.,14,14,"stoney creek, ontario, canada",CA,NA,taylorsteel.com,NA,-1,more missing 190626
piteau associates engineering,14,14,"north vancouver, british columbia, canada",CA,NA,piteau.com,NA,-1,more missing 190626
jds energy & mining inc.,14,14,"vancouver, british columbia, canada",CA,NA,jdsmining.ca,NA,-1,more missing 190626
amc mining,14,14,"regina, saskatchewan, canada",CA,NA,amcmining.com,NA,-1,more missing 190626
thoroughtec simulation,14,14,"mississauga, ontario, canada",CA,NA,thoroughtec.com,NA,-1,more missing 190626
signature aluminum canada,14,14,"pickering, ontario, canada",CA,NA,signaturealum.com,NA,-1,more missing 190626
energold drilling corp,14,14,"vancouver, british columbia, canada",CA,NA,energold.com,NA,-1,more missing 190626
premier gold mines limited,14,14,"thunder bay, ontario, canada",CA,NA,premiergoldmines.com,NA,-1,more missing 190626
mineraß£o aurizona,14,14,"vancouver, british columbia, canada",CA,NA,lunagold.com,NA,-1,more missing 190626
krupp canada inc,14,14,"calgary, alberta, canada",CA,NA,krupp.ca,NA,-1,more missing 190626
barkerville gold mines ltd (bgm),14,14,"vancouver, british columbia, canada",CA,NA,barkervillegold.com,NA,-1,more missing 190626
sepro mineral systems corp,14,14,"langley, british columbia, canada",CA,NA,seprosystems.com,NA,-1,more missing 190626
geotech drilling services ltd,14,14,"prince george, british columbia, canada",CA,NA,geotechdrilling.com,NA,-1,more missing 190626
orano canada,14,14,"saskatoon, saskatchewan, canada",CA,NA,oranocanada.com,NA,-1,more missing 190626
infomine,14,14,"vancouver, british columbia, canada",CA,NA,infomine.com,NA,-1,more missing 190626
amercable,14,14,"bolton, ontario, canada",CA,NA,gendon.com,NA,-1,more missing 190626
gerard daniel worldwide,14,14,"hanover, pennsylvania, united states",CA,NA,gerarddaniel.ca,NA,-1,more missing 190626
atlantic gold corporation,14,14,"vancouver, british columbia, canada",CA,NA,atlanticgoldcorporation.com,NA,-1,more missing 190626
aurora geosciences ltd.,14,14,"yellowknife, northwest territories, canada",CA,NA,aurorageosciences.com,NA,-1,more missing 190626
march consulting associates inc.,14,14,"saskatoon, saskatchewan, canada",CA,NA,marchconsulting.com,NA,-1,more missing 190626
ivanhoe mines,14,14,"vancouver, british columbia, canada",CA,NA,ivanhoemines.com,NA,-1,more missing 190626
extrudex aluminum,14,14,"woodbridge, ontario, canada",CA,NA,extrudex.com,NA,-1,more missing 190626
venture steel inc.,14,14,"etobicoke, ontario, canada",CA,NA,venturesteel.com,NA,-1,more missing 190626
carriere industrial supply,14,14,"lively, ontario, canada",CA,NA,carriereindustrial.com,NA,-1,more missing 190626
hard-line,14,14,"sudbury, ontario, canada",CA,NA,hard-line.com,NA,-1,more missing 190626
opta minerals inc.,14,14,"waterdown, ontario, canada",CA,NA,optaminerals.com,NA,-1,more missing 190626
3d-p,14,14,"calgary, alberta, canada",CA,NA,3d-p.com,NA,-1,more missing 190626
geotech ltd.,14,14,"aurora, ontario, canada",CA,NA,geotech.ca,NA,-1,more missing 190626
polycorp ltd.,14,14,"elora, ontario, canada",CA,NA,poly-corp.com,NA,-1,more missing 190626
great lakes copper inc,14,14,"coopersville, michigan, united states",CA,NA,glcopper.com,NA,-1,more missing 190626
manroc developments inc,14,14,"manitouwadge, ontario, canada",CA,NA,manroc.com,NA,-1,more missing 190626
osisko gold royalties ltd,14,14,"montr©al, quebec, canada",CA,NA,osiskogr.com,NA,-1,more missing 190626
huckleberry mines ltd.,14,14,"vancouver, british columbia, canada",CA,NA,huckleberrymines.com,NA,-1,more missing 190626
cff stainless steels inc.,14,14,"hamilton, ontario, canada",CA,NA,cffstainless.com,NA,-1,more missing 190626
equity exploration consultants ltd.,14,14,"vancouver, british columbia, canada",CA,NA,equityexploration.com,NA,-1,more missing 190626
red eagle mining corporation,14,14,"vancouver, british columbia, canada",CA,NA,redeaglemining.com,NA,-1,more missing 190626
cabo drilling corp,14,14,"new westminster, british columbia, canada",CA,NA,cabo.ca,NA,-1,more missing 190626
yukon zinc corporation,14,14,"vancouver, british columbia, canada",CA,NA,yukonzinc.com,NA,-1,more missing 190626
apex geoscience ltd.,14,14,"edmonton, alberta, canada",CA,NA,apexgeoscience.com,NA,-1,more missing 190626
tron construction and mining lp,14,14,"saskatoon, saskatchewan, canada",CA,NA,troncm.com,NA,-1,more missing 190626
corbec inc,14,14,"lachine, quebec, canada",CA,NA,corbec.net,NA,-1,more missing 190626
o'kane consultants,14,14,"saskatoon, saskatchewan, canada",CA,NA,okc-sk.com,NA,-1,more missing 190626
cambridge brass inc.,14,14,"cambridge, ontario, canada",CA,NA,cambridgebrass.com,NA,-1,more missing 190626
veris gold corp.,14,14,"vancouver, british columbia, canada",CA,NA,verisgold.com,NA,-1,more missing 190626
motion metrics international corp,14,14,"vancouver, british columbia, canada",CA,NA,motionmetrics.com,NA,-1,more missing 190626
cubex limited,14,14,"winnipeg, manitoba, canada",CA,NA,cubex.net,NA,-1,more missing 190626
haver & boecker canada (w.s. tyler),14,14,"st. catharines, ontario, canada",CA,NA,havercanada.com,NA,-1,more missing 190626
roll form group,14,14,"mississauga, ontario, canada",CA,NA,rollformgroup.com,NA,-1,more missing 190626
copper creek gold corp (tsx.v: cpv),14,14,"vancouver, british columbia, canada",CA,NA,coppercreekgold.com,NA,-1,more missing 190626
t.a. brannon steel ltd.,14,14,"brampton, ontario, canada",CA,NA,brannonsteel.com,NA,-1,more missing 190626
sabina gold & silver corp.,14,14,"vancouver, british columbia, canada",CA,NA,sabinagoldsilver.com,NA,-1,more missing 190626
nevsun resources,14,14,"vancouver, british columbia, canada",CA,NA,nevsun.com,NA,-1,more missing 190626
forage fte drilling,14,14,"sherbrooke, quebec, canada",CA,NA,foragefte.com,NA,-1,more missing 190626
major wire,14,14,"candiac, quebec, canada",CA,NA,majorwire.cc,NA,-1,more missing 190626
groupe mequaltech,14,14,"montr©al, quebec, canada",CA,NA,mequaltech.com,NA,-1,more missing 190626
midas gold corp.,14,14,"vancouver, british columbia, canada",CA,NA,midasgoldcorp.com,NA,-1,more missing 190626
hamilton specialty bar (2007) inc.,14,14,"hamilton, ontario, canada",CA,NA,hsbsteel.com,NA,-1,more missing 190626
1984 enterprises inc.,14,14,"vancouver, british columbia, canada",CA,NA,1984inc.com,NA,-1,more missing 190626
mira geoscience ltd.,14,14,"montr©al, quebec, canada",CA,NA,mirageoscience.com,NA,-1,more missing 190626
raptor mining products inc.,14,14,"edmonton, alberta, canada",CA,NA,raptorwearparts.com,NA,-1,more missing 190626
engcomp,14,14,"saskatoon, saskatchewan, canada",CA,NA,engcomp.ca,NA,-1,more missing 190626
hy-tech drilling ltd.,14,14,"smithers, british columbia, canada",CA,NA,hy-techdrilling.com,NA,-1,more missing 190626
asanko gold,14,14,"vancouver, british columbia, canada",CA,NA,asanko.com,NA,-1,more missing 190626
dahrouge geological consulting ltd.,14,14,"edmonton, alberta, canada",CA,NA,dahrouge.com,NA,-1,more missing 190626
claude resources inc.,14,14,"saskatoon, saskatchewan, canada",CA,NA,clauderesources.com,NA,-1,more missing 190626
santacruz silver mining ltd.,14,14,"vancouver, british columbia, canada",CA,NA,santacruzsilver.com,NA,-1,more missing 190626
multicrete systems inc.,14,14,"winnipeg, manitoba, canada",CA,NA,multicretesystems.com,NA,-1,more missing 190626
prairie machine & parts,14,14,"saskatoon, saskatchewan, canada",CA,NA,pmparts.com,NA,-1,more missing 190626
merit consultants international inc.,14,14,"vancouver, british columbia, canada",CA,NA,meritconsultants.net,NA,-1,more missing 190626
max aicher (north america),14,14,"hamilton, ontario, canada",CA,NA,annahuette.com,NA,-1,more missing 190626
lithium americas corp.,14,14,"vancouver, british columbia, canada",CA,NA,westernlithium.com,NA,-1,more missing 190626
jebco industries inc.,14,14,"barrie, ontario, canada",CA,NA,jebcoindustries.com,NA,-1,more missing 190626
nexgen energy ltd.,14,14,"vancouver, british columbia, canada",CA,NA,nexgenenergy.ca,NA,-1,more missing 190626
cbr laser inc.,14,14,"plessisville, quebec, canada",CA,NA,cbrlaser.com,NA,-1,more missing 190626
orezone gold corporation,14,14,"ottawa, ontario, canada",CA,NA,orezone.com,NA,-1,more missing 190626
high strength plates & profiles inc.,14,14,"mississauga, ontario, canada",CA,NA,highstrengthplates.com,NA,-1,more missing 190626
atico mining corporation,14,14,"vancouver, british columbia, canada",CA,NA,aticomining.com,NA,-1,more missing 190626
wire rope industries,14,14,"edmonton, alberta, canada",CA,NA,wirerope.com,NA,-1,more missing 190626
newmarket gold inc.,14,14,"vancouver, british columbia, canada",CA,NA,newmarketgoldinc.com,NA,-1,more missing 190626
fission uranium corp,14,14,"kelowna, british columbia, canada",CA,NA,fissionuranium.com,NA,-1,more missing 190626
pan african mining corp.,14,14,"vancouver, british columbia, canada",CA,NA,panafrican.com,NA,-1,more missing 190626
welco expediting ltd.,14,14,"calgary, alberta, canada",CA,NA,welco.ca,NA,-1,more missing 190626
artisanal gold council,14,14,"victoria, british columbia, canada",CA,NA,artisanalgold.org,NA,-1,more missing 190626
b&d manufacturing,14,14,"chelmsford, ontario, canada",CA,NA,bdmfg.com,NA,-1,more missing 190626
selwyn chihong mining ltd,14,14,"vancouver, british columbia, canada",CA,NA,selwynchihong.com,NA,-1,more missing 190626
keegan resources inc.,14,14,"vancouver, british columbia, canada",CA,NA,keeganresources.com,NA,-1,more missing 190626
dynacor gold mines inc.,14,14,"montr©al, quebec, canada",CA,NA,dynacor.com,NA,-1,more missing 190626
nouveau monde graphite inc.,14,14,"montr©al, quebec, canada",CA,NA,nouveaumonde.ca,NA,-1,more missing 190626
rulmeca canada,14,14,"wallaceburg, ontario, canada",CA,NA,rulmeca.ca,NA,-1,more missing 190626
southgobi resources ltd,14,14,"vancouver, british columbia, canada",CA,NA,southgobi.com,NA,-1,more missing 190626
industries cresswell inc.,14,14,"granby, quebec, canada",CA,NA,cresswellindustries.com,NA,-1,more missing 190626
fuller industrial,14,14,"lively, ontario, canada",CA,NA,fullerindustrial.com,NA,-1,more missing 190626
ios services geoscientifiques inc,14,14,"chicoutimi, quebec, canada",CA,NA,iosgeo.com,NA,-1,more missing 190626
equinox gold corp.,14,14,"vancouver, british columbia, canada",CA,NA,equinoxgold.com,NA,-1,more missing 190626
